"","ID","EventID","TimeBefore","IslandBefore","IslandAfter","EventDate","EventTimeDiff","EventMonth","EventX1","EventY1","EventX2","EventY2","AreaBefore","AreaAfter","IslandDistance","Date","SinceJudas","IceCover","IceThickness","MinDistIslands","MeanDist_k5","MeanDist_k10","MeanDist_all","N0_EventX1","N0_EventY1","AreaBefore_km2","AreaAfter_km2","IslandDistance_km","Judas","Ice","Sex","SteppingStones","IslandDensity","Islands_within","WaterTravelDist","LeastCostLength","SinceJudas_inv","WaterTravelKM","LeastCostKM","DistDifference","PerDifference","SteppingStoneDensity"
"207","R23","R23_15",24,"34016","34019","2021-03-05 19:00:00",2,"3",257311.219993273,6654672.92450213,256848.137857514,6654670.59302006,31076.5990189829,11860.8422094908,105.498023204237,"2021-03-05",-1,100,15,0.126867383342894,0.217244899773331,0.290579147520415,62.9646273266627,257311.219993273,6654672.92450213,0.0310765990189829,0.0118608422094908,0.105498023204237,"Before","Ice","Male",1,0.349513184584179,52,127.210887330291,548.727382411815,0,0.127210887330291,0.548727382411815,0.021712864126054,0.205812995036119,1.82239857541774
"208","R23","R23_16",6,"34019","33505","2021-03-06 01:00:00",2,"3",256838.327181935,6654666.21387858,256353.700577333,6654977.9880412,11860.8422094908,20443.0274370055,414.811964581423,"2021-03-06",-1,100,15,0.0705145495314975,0.11837772395856,0.198441397756613,62.6410483394523,256838.327181935,6654666.21387858,0.0118608422094908,0.0204430274370055,0.414811964581423,"Before","Ice","Male",2,0.522977692997814,60,237.328820292874,756.153840274295,0,0.237328820292874,0.756153840274295,-0.177483144288549,-0.427864091306149,2.64496441527626
"209","R23","R23_17",16,"33505","34016","2021-03-06 17:00:00",16,"3",256353.700577333,6654977.9880412,257071.413000649,6654615.55798582,20443.0274370055,31076.5990189829,662.376944466521,"2021-03-06",-1,100,15,0.0984626264230379,0.139242958422227,0.179598459003156,62.2558022060306,256353.700577333,6654977.9880412,0.0204430274370055,0.0310765990189829,0.662376944466521,"Before","Ice","Male",5,0.47592379112662,65,366.002264853086,1000.05024998741,0,0.366002264853086,1.00005024998741,-0.296374679613435,-0.447441116556579,4.99974876268762
"210","R23","R23_18",2,"34016","33449","2021-03-06 19:00:00",2,"3",257071.413000649,6654615.55798582,255434.37006692,6654231.30704229,31076.5990189829,5295555.890257,266.445631499133,"2021-03-06",-1,100,15,0.0171111014258003,0.0726649517450486,0.145880638025965,62.8099402919571,257071.413000649,6654615.55798582,0.0310765990189829,5.295555890257,0.266445631499133,"Before","Ice","Male",1,0.565504254871258,71,242.115633474272,2080.43394699918,0,0.242115633474272,2.08043394699918,-0.024329998024861,-0.0913131804337357,0.480668949592176
"211","R23","R23_19",6,"33449","33494","2021-03-07 01:00:00",2,"3",255666.715146465,6654629.95290413,256447.417777042,6654742.49525835,5295555.890257,24123.8794014883,173.229811389254,"2021-03-07",-1,100,15,0.000446587613348115,0.25395958202867,0.384077481496971,61.8543318952232,255666.715146465,6654629.95290413,5.295555890257,0.0241238794014883,0.173229811389254,"Before","Ice","Male",1,0.682411517594435,55,185.219506133953,1002.12131779927,0,0.185219506133953,1.00212131779927,0.011989694744699,0.0692126525367951,0.997883172664235
"212","R23","R23_2",6,"33935","33947","2021-01-11 01:00:00",2,"1",259300.771442044,6652603.48953871,257718.875195132,6652870.85168552,14275.5131274975,119573.051369006,25.580665054489,"2021-01-11",-1,0,0,0.131013295267271,0.199207201629628,0.372925309018779,64.7768325929659,257728.603568663,6652614.45021689,0.0142755131274975,0.119573051369006,0.025580665054489,"Before","Water","Male",0,0.216059392615636,48,27.8433271585382,353.661604324333,0,0.0278433271585382,0.353661604324333,0.0022626621040492,0.0884520437302759,0
"213","R23","R23_20",16,"33494","34016","2021-03-07 17:00:00",16,"3",256447.417777042,6654742.49525835,257286.31338353,6654674.8987913,24123.8794014883,31076.5990189829,448.467720006707,"2021-03-07",-1,100,15,0.0966790832522955,0.215310088136321,0.273973059089644,62.3610780803067,256447.417777042,6654742.49525835,0.0241238794014883,0.0310765990189829,0.448467720006707,"Before","Ice","Male",4,0.41710042865891,56,227.047586487418,986.831705836139,0,0.227047586487418,0.986831705836139,-0.221420133519289,-0.49372591078791,4.0533760481589
"214","R23","R23_21",6,"34016","33449","2021-03-07 23:00:00",4,"3",257162.052041021,6654695.70039953,256389.862267063,6654317.18064324,31076.5990189829,5295555.890257,266.445631499133,"2021-03-07",-1,100,15,0.1102891024725,0.168315775140384,0.219708508157311,62.8577375676724,257162.052041021,6654695.70039953,0.0310765990189829,5.295555890257,0.266445631499133,"Before","Ice","Male",2,0.431828868731608,66,236.961489415843,1118.03398874989,0,0.236961489415843,1.11803398874989,-0.02948414208329,-0.110657254605377,1.78885438199984
"215","R23","R23_22",122,"33449","33493","2021-03-13 01:00:00",2,"3",255639.568124048,6654928.63157217,256081.037650051,6654669.54003744,5295555.890257,2255.96399550447,43.893444898069,"2021-03-13",-1,100,15,0.26452899928796,0.370300307206028,0.418441684852779,61.7843249073107,255639.568124048,6654928.63157217,5.295555890257,0.00225596399550447,0.043893444898069,"Before","Ice","Male",0,0.762721238938053,46,49.9002047498985,521.366702636818,0,0.0499002047498985,0.521366702636818,0.0060067598518295,0.136848676739286,0
"216","R23","R23_23",16,"33493","34016","2021-03-13 17:00:00",16,"3",256081.037650051,6654669.54003744,257269.890613382,6654687.4836735,2255.96399550447,31076.5990189829,876.073189390533,"2021-03-13",-1,100,15,0.0669716978899219,0.135832420760551,0.18790498806215,62.1266010597958,256081.037650051,6654669.54003744,0.00225596399550447,0.0310765990189829,0.876073189390533,"Before","Ice","Male",5,0.477967193271051,56,360.544820714106,1389.3239417861,0,0.360544820714106,1.3893239417861,-0.515528368676427,-0.588453538950404,3.59887269600497
"217","R23","R23_24",2,"34016","33519","2021-03-13 19:00:00",2,"3",257269.890613382,6654687.4836735,257012.710978942,6655337.92336357,31076.5990189829,4911748.66277694,438.773025425412,"2021-03-13",-1,100,15,0.15623074308745,0.206453700353417,0.272018453986965,62.9334929831492,257269.890613382,6654687.4836735,0.0310765990189829,4.91174866277694,0.438773025425412,"Before","Ice","Male",0,0.339840187424173,69,456.552581085864,767.334180161794,0,0.456552581085864,0.767334180161794,0.017779555660452,0.0405210772544958,0
"218","R23","R23_25",4,"33519","33449","2021-03-13 23:00:00",4,"3",257012.710978942,6655337.92336357,255424.314871293,6654326.35471316,4911748.66277694,5295555.890257,6.54957332239651,"2021-03-13",-1,100,15,0.102774514174413,0.240646419342463,0.371521167203036,62.6436057901399,257012.710978942,6655337.92336357,4.91174866277694,5.295555890257,0.00654957332239651,"Before","Ice","Male",0,0.559486021525278,89,133.70030386707,2451.45623109851,0,0.13370030386707,2.45145623109851,0.127150730544673,19.4135899066702,0
"219","R23","R23_26",18,"33449","34016","2021-03-14 17:00:00",16,"3",255774.203603189,6654790.59500445,257249.375246273,6654764.67073553,5295555.890257,31076.5990189829,266.445631499133,"2021-03-14",-1,100,15,0.121379361127634,0.261039806056845,0.309935498806952,61.8988201300034,255774.203603189,6654790.59500445,5.295555890257,0.0310765990189829,0.266445631499133,"Before","Ice","Male",6,0.518536282085443,52,423.822833800615,1749.13302244984,0,0.423822833800615,1.74913302244984,0.157377202301482,0.590654091102988,3.43027083874752
"220","R23","R23_27",2,"34016","33494","2021-03-14 19:00:00",2,"3",257249.375246273,6654764.67073553,256423.498891515,6654760.27028703,31076.5990189829,24123.8794014883,448.467720006707,"2021-03-14",-1,100,15,0.00364595013642412,0.188995361330606,0.253672361891196,62.9037993737099,257249.375246273,6654764.67073553,0.0310765990189829,0.0241238794014883,0.448467720006707,"Before","Ice","Male",4,0.423083883212323,51,237.442933635474,1028.5912696499,0,0.237442933635474,1.0285912696499,-0.211024786371233,-0.470546210924784,3.88881387391269
"221","R23","R23_28",4,"33494","33449","2021-03-14 23:00:00",4,"3",256423.498891515,6654760.27028703,255373.456076471,6654281.69951537,24123.8794014883,5295555.890257,173.229811389254,"2021-03-14",-1,100,15,0.122099059299119,0.20877875413342,0.262624066513956,62.3416622870062,256423.498891515,6654760.27028703,0.0241238794014883,5.295555890257,0.173229811389254,"Before","Ice","Male",1,0.675512295081967,68,255.324548907496,1557.02904009859,0,0.255324548907496,1.55702904009859,0.082094737518242,0.473906522554435,0.642248779082939
"222","R23","R23_29",170,"33449","33519","2021-03-22 01:00:00",2,"3",255193.926333447,6654347.78316431,256368.086534974,6655116.87476395,5295555.890257,4911748.66277694,6.54957332239651,"2021-03-22",-1,100,15,0.564195548668886,0.784833998423019,0.87227232108253,61.5940857361956,255193.926333447,6654347.78316431,5.295555890257,4.91174866277694,0.00654957332239651,"Before","Ice","Male",0,0.670397111913357,77,60.6916632125404,1945.37914042482,0,0.0606916632125404,1.94537914042482,0.0541420898901439,8.26650641576956,0
"223","R23","R23_3",162,"33947","33449","2021-01-17 19:00:00",2,"1",257985.636835205,6652966.14931966,256882.510242632,6652769.49644348,119573.051369006,5295555.890257,538.98218626308,"2021-01-17",-1,0,0,0.0524322114047032,0.224619518456687,0.266110190295762,63.7713927668955,257985.636835205,6652966.14931966,0.119573051369006,5.295555890257,0.53898218626308,"Before","Water","Male",1,0.293655247800043,83,87.5718536782885,1296.91942694988,0,0.0875718536782885,1.29691942694988,-0.451410332584792,-0.83752365864733,0.771057923275788
"224","R23","R23_30",18,"33519","33449","2021-03-22 19:00:00",2,"3",256637.50653783,6655100.42233459,255955.509887514,6654796.46219743,4911748.66277694,5295555.890257,6.54957332239651,"2021-03-22",-1,100,15,0.142588706668739,0.202405531674516,0.297259058007129,62.4273629447314,256637.50653783,6655100.42233459,4.91174866277694,5.295555890257,0.00654957332239651,"Before","Ice","Male",4,0.621046071162625,58,169.209092662717,839.416219486787,0,0.169209092662717,0.839416219486787,0.162659519340321,24.8351322038186,4.76521647681
"225","R23","R23_31",100,"33449","33494","2021-03-26 23:00:00",4,"3",255766.921238162,6654783.81730591,256287.775684418,6654730.48099457,5295555.890257,24123.8794014883,173.229811389254,"2021-03-26",-1,100,15,0.112401441223208,0.265108494020751,0.316621647522905,61.8951608354001,255766.921238162,6654783.81730591,5.295555890257,0.0241238794014883,0.173229811389254,"Before","Ice","Male",1,0.712219518788862,44,180.139199261276,599.62908184931,0,0.180139199261276,0.59962908184931,0.006909387872022,0.0398856745072379,1.66769763220274
"226","R23","R23_32",2,"33494","34016","2021-03-27 01:00:00",2,"3",256287.775684418,6654730.48099457,257062.537953449,6654646.63377968,24123.8794014883,31076.5990189829,448.467720006707,"2021-03-27",-1,100,15,0.180598395846452,0.195093298870693,0.21522665553577,62.2550985264141,256287.775684418,6654730.48099457,0.0241238794014883,0.0310765990189829,0.448467720006707,"Before","Ice","Male",3,0.478851513383887,54,216.461696763256,935.039278474278,0,0.216461696763256,0.935039278474278,-0.232006023243451,-0.517330485324521,3.20842136695601
"227","R23","R23_33",18,"34016","33449","2021-03-27 19:00:00",18,"3",257062.537953449,6654646.63377968,255809.00091885,6654744.28366998,31076.5990189829,5295555.890257,266.445631499133,"2021-03-27",-1,100,15,0.0466898803020597,0.0910788008552195,0.160794906586641,62.7982025917975,257062.537953449,6654646.63377968,0.0310765990189829,5.295555890257,0.266445631499133,"Before","Ice","Male",5,0.54760807548826,54,429.213219633074,1476.69559307423,0,0.429213219633074,1.47669559307423,0.162767588133941,0.610884806848375,3.38593818756569
"228","R23","R23_34",414,"33449","33519","2021-04-14 01:00:00",2,"4",255431.876314942,6654672.66139055,256169.802043982,6655830.28982202,5295555.890257,4911748.66277694,6.54957332239651,"2021-04-14",1,0,0,0.261373337452502,0.565384837337098,0.63535621579267,61.6917686928796,255431.876314942,6654672.66139055,5.295555890257,4.91174866277694,0.00654957332239651,"After","Water","Male",0,0.738173334565278,57,60.8064056683368,1411.6846215611,1,0.0608064056683368,1.4116846215611,0.0542568323459403,8.28402548917302,0
"229","R23","R23_35",22,"33519","33449","2021-04-14 23:00:00",4,"4",256349.144128651,6655260.75617332,255411.813741304,6654806.79565255,4911748.66277694,5295555.890257,6.54957332239651,"2021-04-14",1,0,0,0.121826907563581,0.194970516161624,0.261122352893746,62.2041652626543,256349.144128651,6655260.75617332,4.91174866277694,5.295555890257,0.00654957332239651,"After","Water","Male",0,0.688248784769809,56,61.0260182912668,1207.47670784989,1,0.0610260182912668,1.20747670784989,0.0544764449688703,8.31755631814764,0
"230","R23","R23_36",48,"33449","33519","2021-04-16 23:00:00",4,"4",255271.184941458,6653860.69733804,256442.841278025,6655417.63418652,5295555.890257,4911748.66277694,6.54957332239651,"2021-04-16",3,0,0,0.545233415641654,0.590811304005299,0.651861580414818,61.7394447221586,255271.184941458,6653860.69733804,5.295555890257,4.91174866277694,0.00654957332239651,"After","Water","Male",0,0.680780169220053,90,59.331987754192,2422.02448351165,0.333333333333333,0.059331987754192,2.42202448351165,0.0527824144317955,8.05890885308575,0
"231","R23","R23_37",24,"33519","33449","2021-04-17 23:00:00",4,"4",256204.227256728,6655742.90365926,255510.790986228,6654528.03539592,4911748.66277694,5295555.890257,6.54957332239651,"2021-04-17",4,0,0,0.550365888031188,0.592427877477359,0.63558397053549,62.0270855679133,256204.227256728,6655742.90365926,4.91174866277694,5.295555890257,0.00654957332239651,"After","Water","Male",0,0.726597552636211,65,61.6769626425605,1443.15457341173,0.25,0.0616769626425605,1.44315457341173,0.055127389320164,8.41694360938808,0
"232","R23","R23_38",66,"33449","33519","2021-04-20 17:00:00",16,"4",255750.925861419,6654870.43335492,256177.541305018,6655764.43814228,5295555.890257,4911748.66277694,6.54957332239651,"2021-04-20",7,0,0,0.193332356596568,0.292087693396623,0.324472289208775,61.8690217290642,255750.925861419,6654870.43335492,5.295555890257,4.91174866277694,0.00654957332239651,"After","Water","Male",0,0.745480120363941,49,63.4477954367636,1065.09408504863,0.142857142857143,0.0634477954367636,1.06509408504863,0.0568982221143671,8.68731737375952,0
"233","R23","R23_39",126,"33519","33951","2021-04-25 23:00:00",4,"4",255776.475223454,6655268.82434495,258026.040317095,6652863.65221487,4911748.66277694,17204.0402985141,2458.11146484096,"2021-04-25",12,0,0,0.0843046029782705,0.309831252874354,0.360276267440661,61.8171362484468,255776.475223454,6655268.82434495,4.91174866277694,0.0172040402985141,2.45811146484096,"After","Water","Male",3,0.40690525472391,202,153.567496171985,4796.36581173708,0.0833333333333333,0.153567496171985,4.79636581173708,-2.30454396866898,-0.937526227606639,0.625473560139797
"234","R23","R23_4",888,"33449","33494","2021-02-23 19:00:00",2,"2",255826.777016459,6654249.64963921,256455.860670099,6654765.16932574,5295555.890257,24123.8794014883,173.229811389254,"2021-02-23",-1,100,15,0.306701742109845,0.470784540310309,0.530501399103128,62.0338970279729,255826.777016459,6654249.64963921,5.295555890257,0.0241238794014883,0.173229811389254,"Before","Ice","Male",0,0.651675498340754,65,312.821678065127,852.667627186152,0,0.312821678065127,0.852667627186152,0.139591866675873,0.805818961276848,0
"235","R23","R23_40",2,"33951","33449","2021-04-26 01:00:00",2,"4",258026.040317095,6652863.65221487,255465.527645789,6653691.43855598,17204.0402985141,5295555.890257,842.386904984346,"2021-04-26",13,0,0,0.000499296882524718,0.0951301130637911,0.185050735808016,63.8201728449017,258026.040317095,6652863.65221487,0.0172040402985141,5.295555890257,0.842386904984346,"After","Water","Male",2,0.409442610501519,142,85.8933848454388,2891.59875878661,0.0769230769230769,0.0858933848454388,2.89159875878661,-0.756493520138907,-0.898035707419936,0.691658894209531
"236","R23","R23_41",22,"33449","33433","2021-04-26 23:00:00",4,"4",255224.77515522,6653672.11021185,255578.898249777,6652211.25921081,5295555.890257,139899.387476473,179.876275681561,"2021-04-26",13,0,0,0.415507089422815,0.536665484183735,0.594226433001942,61.7465447038788,255224.77515522,6653672.11021185,5.295555890257,0.139899387476473,0.179876275681561,"After","Water","Male",1,0.513656222770394,85,127.226963085676,1650.58103127421,0.0769230769230769,0.127226963085676,1.65058103127421,-0.052649312595885,-0.292697368768582,0.605847262904762
"237","R23","R23_42",24,"33433","33409","2021-04-27 23:00:00",4,"4",255816.11291728,6652185.95262099,255647.737418713,6651970.91925898,139899.387476473,31990.4055665159,59.2523340722829,"2021-04-27",14,0,0,0.0401701475159608,0.0741611793234394,0.113478014147948,62.4645883953261,255816.11291728,6652185.95262099,0.139899387476473,0.0319904055665159,0.0592523340722829,"After","Water","Male",0,0.374566997118515,74,119.55403174782,286.579564999339,0.0714285714285714,0.11955403174782,0.286579564999339,0.0603016976755371,1.01771008044973,0
"238","R23","R23_43",18,"33409","33433","2021-04-28 17:00:00",16,"4",255602.829752958,6652084.24415977,255726.877134103,6652321.41988519,31990.4055665159,139899.387476473,59.2523340722829,"2021-04-28",15,0,0,0.0687918305689122,0.0969421875390472,0.160298646010912,62.3462851792587,255602.829752958,6652084.24415977,0.0319904055665159,0.139899387476473,0.0592523340722829,"After","Water","Male",0,0.405490196078431,70,71.99664005084,320.120584661836,0.0666666666666667,0.07199664005084,0.320120584661836,0.0127443059785571,0.215085298800383,0
"239","R23","R23_44",6,"33433","33409","2021-04-28 23:00:00",4,"4",255528.701368913,6652276.79636286,255719.016627297,6652013.78218052,139899.387476473,31990.4055665159,59.2523340722829,"2021-04-28",15,0,0,0.108646926924069,0.130487356702415,0.160811886945941,62.2516531065021,255528.701368913,6652276.79636286,0.139899387476473,0.0319904055665159,0.0592523340722829,"After","Water","Male",0,0.38823873315391,72,71.7502051208955,353.661604324333,0.0666666666666667,0.0717502051208955,0.353661604324333,0.0124978710486126,0.210926223317486,0
"240","R23","R23_45",2,"33409","33414","2021-04-29 01:00:00",2,"4",255719.016627297,6652013.78218052,255298.409475127,6652106.31189804,31990.4055665159,47252.9580690335,41.6806229919877,"2021-04-29",16,0,0,0.164899838232618,0.186232525457918,0.206743379009155,62.4405392254771,255719.016627297,6652013.78218052,0.0319904055665159,0.0472529580690335,0.0416806229919877,"After","Water","Male",1,0.321727253003018,73,38.8289077555064,472.536071011188,0.0625,0.0388289077555064,0.472536071011188,-0.0028517152364813,-0.0684182488594158,2.11624056098
"241","R23","R23_46",16,"33414","33433","2021-04-29 17:00:00",16,"4",255298.409475127,6652106.31189804,255789.153667936,6652379.95776866,47252.9580690335,139899.387476473,48.4315588226757,"2021-04-29",16,0,0,0.143167967457021,0.155430566957553,0.183968804220617,62.1390295312458,255298.409475127,6652106.31189804,0.0472529580690335,0.139899387476473,0.0484315588226757,"After","Water","Male",0,0.383467937684805,77,51.4166316473968,614.918693812442,0.0625,0.0514166316473968,0.614918693812442,0.0029850728247211,0.0616348698510916,0
"242","R23","R23_47",6,"33433","33409","2021-04-29 23:00:00",4,"4",255762.302348411,6652191.85848469,255688.765649605,6651942.06762049,139899.387476473,31990.4055665159,59.2523340722829,"2021-04-29",16,0,0,0.0879349409619096,0.115780112573719,0.156767264753629,62.4272311343762,255762.302348411,6652191.85848469,0.139899387476473,0.0319904055665159,0.0592523340722829,"After","Water","Male",0,0.372556894243641,71,120.468613827097,290.688837074973,0.0625,0.120468613827097,0.290688837074973,0.0612162797548141,1.03314545685467,0
"243","R23","R23_48",24,"33409","33449","2021-04-30 23:00:00",4,"4",255626.708000706,6651941.14932167,256615.841964827,6652748.65354836,31990.4055665159,5295555.890257,533.807279479196,"2021-04-30",17,0,0,0.130853946659823,0.17613913277563,0.23559330880469,62.3964229518584,255626.708000706,6651941.14932167,0.0319904055665159,5.295555890257,0.533807279479196,"After","Water","Male",1,0.399879789095324,109,264.885646273938,1486.98520503736,0.0588235294117647,0.264885646273938,1.48698520503736,-0.268921633205258,-0.503780378318611,0.672501647368358
"244","R23","R23_49",26,"33449","33519","2021-05-02 01:00:00",2,"5",255273.150962434,6654207.82261377,256691.132226852,6655884.85910814,5295555.890257,4911748.66277694,6.54957332239651,"2021-05-02",19,0,0,0.575435849852837,0.714661410245712,0.791103001603543,61.6730968986559,255273.150962434,6654207.82261377,5.295555890257,4.91174866277694,0.00654957332239651,"After","Water","Male",0,0.620955165692008,94,59.5647309516159,2500.28686272414,0.0526315789473684,0.0595647309516159,2.50028686272414,0.0530151576292194,8.09444448051785,0
"245","R23","R23_5",4,"33494","33491","2021-02-23 23:00:00",4,"2",256455.860670099,6654765.16932574,256582.329306689,6654614.07845693,24123.8794014883,24247.9110374585,37.2896540821712,"2021-02-23",-1,100,15,0.115205326040044,0.204637969146099,0.269424754901039,62.3627371560518,256455.860670099,6654765.16932574,0.0241238794014883,0.0242479110374585,0.0372896540821712,"Before","Ice","Male",0,0.550856361149111,56,48.7724495480505,217.42645786248,0,0.0487724495480505,0.21742645786248,0.0114827954658793,0.30793515650684,0
"246","R23","R23_50",22,"33519","33548","2021-05-02 23:00:00",4,"5",256213.733759892,6656227.79938737,255798.177045895,6658889.93586263,4911748.66277694,215418.893339857,70.6542874636618,"2021-05-02",19,0,0,0.483991522952432,0.583596240441228,0.730033841669118,61.9585773458126,256213.733759892,6656227.79938737,4.91174866277694,0.215418893339857,0.0706542874636618,"After","Water","Male",0,0.501044082495846,67,76.4963273605162,3144.63730412345,0.0526315789473684,0.0764963273605162,3.14463730412345,0.0058420398968544,0.0826848604178341,0
"247","R23","R23_51",24,"33548","33544","2021-05-03 23:00:00",4,"5",255818.567592052,6658836.31085189,254985.822850986,6658663.76954975,215418.893339857,181839.41812073,307.60133830815,"2021-05-03",20,0,0,0.0692276173287502,0.095560010902775,0.261588536966685,61.3641796176983,255818.567592052,6658836.31085189,0.215418893339857,0.18183941812073,0.30760133830815,"After","Water","Male",3,0.223620993735936,51,159.222434597335,957.399958249275,0.05,0.159222434597335,0.957399958249275,-0.148378903710815,-0.482374051188852,3.13348666265442
"248","R23","R23_52",2,"33544","33519","2021-05-04 01:00:00",2,"5",254985.822850986,6658663.76954975,255649.981286635,6657769.31143107,181839.41812073,4911748.66277694,56.4063301854975,"2021-05-04",21,0,0,0.128266154222766,0.159905606682445,0.203916397143893,60.8258077077002,254985.822850986,6658663.76954975,0.18183941812073,4.91174866277694,0.0564063301854975,"After","Water","Male",0,0.355017870625099,53,83.6507494535869,1196.29636796239,0.0476190476190476,0.0836507494535869,1.19629636796239,0.0272444192680894,0.483002868268394,0
"249","R23","R23_53",94,"33519","33433","2021-05-07 23:00:00",4,"5",256415.385550006,6655743.6876249,255409.62576825,6652234.98221645,4911748.66277694,139899.387476473,2552.17898783875,"2021-05-07",24,0,0,0.405698581726297,0.507334570763914,0.557212224821083,62.1699146179901,256415.385550006,6655743.6876249,4.91174866277694,0.139899387476473,2.55217898783875,"After","Water","Male",2,0.566341336731582,161,222.664185810846,4437.44745899771,0.0416666666666667,0.222664185810846,4.43744745899771,-2.3295148020279,-0.912755262514169,0.450709561855126
"250","R23","R23_54",2,"33433","33409","2021-05-08 01:00:00",2,"5",255409.62576825,6652234.98221645,255570.88592099,6652042.01754357,139899.387476473,31990.4055665159,59.2523340722829,"2021-05-08",25,0,0,0.0425933245135234,0.0583106325017591,0.115376414007295,62.1823453213872,255409.62576825,6652234.98221645,0.139899387476473,0.0319904055665159,0.0592523340722829,"After","Water","Male",0,0.366542225596895,66,74.4695687056386,301.869176962472,0.04,0.0744695687056386,0.301869176962472,0.0152172346333557,0.256820847171893,0
"251","R23","R23_55",24,"33409","33449","2021-05-09 01:00:00",6,"5",255642.495434988,6651996.73205412,254617.124528239,6654013.27539991,31990.4055665159,5295555.890257,533.807279479196,"2021-05-09",26,0,0,0.131631784842765,0.155539489574106,0.205529749681266,62.3935880245094,255642.495434988,6651996.73205412,0.0319904055665159,5.295555890257,0.533807279479196,"After","Water","Male",3,0.44773216141947,135,232.50470960249,2522.64754249914,0.0384615384615385,0.23250470960249,2.52264754249914,-0.301302569876706,-0.564440728816342,1.18922677443396
"252","R23","R23_56",46,"33449","33947","2021-05-10 23:00:00",4,"5",256632.168215012,6652595.12043265,257915.767734433,6653113.13271883,5295555.890257,119573.051369006,538.98218626308,"2021-05-10",27,0,0,0.114703683043961,0.207604338234439,0.350180525444715,62.9210179638523,256632.168215012,6652595.12043265,5.295555890257,0.119573051369006,0.53898218626308,"After","Water","Male",1,0.316599623106472,95,94.8012840676512,1610.85967172422,0.037037037037037,0.0948012840676512,1.61085967172422,-0.444180902195429,-0.824110543012681,0.620786538736566
"253","R23","R23_57",18,"33947","33951","2021-05-11 17:00:00",18,"5",257915.767734433,6653113.13271883,258053.955648285,6652806.5372285,119573.051369006,17204.0402985141,3.98602709569795,"2021-05-11",28,0,0,0.210964304887917,0.281135487177982,0.324492682754382,63.6910949283489,257915.767734433,6653113.13271883,0.119573051369006,0.0172040402985141,0.00398602709569795,"After","Water","Male",0,0.181715895959616,51,8.47634752999757,369.841944211832,0.0357142857142857,0.00847634752999757,0.369841944211832,0.00449032043429962,1.12651528112941,0
"254","R23","R23_58",6,"33951","33947","2021-05-11 23:00:00",4,"5",258130.624216096,6652793.02306728,257941.010982123,6652731.7432166,17204.0402985141,119573.051369006,3.98602709569795,"2021-05-11",28,0,0,0.0946094790897876,0.12023115728194,0.221372016153822,63.910460244133,258130.624216096,6652793.02306728,0.0172040402985141,0.119573051369006,0.00398602709569795,"After","Water","Male",0,0.163923615729042,47,6.18139267892913,245.967477524977,0.0357142857142857,0.00618139267892913,0.245967477524977,0.00219536558323118,0.550765343667784,0
"255","R23","R23_59",2,"33947","33449","2021-05-12 01:00:00",2,"5",257941.010982123,6652731.7432166,255844.630588119,6653374.14189059,119573.051369006,5295555.890257,538.98218626308,"2021-05-12",29,0,0,0.0571221396022878,0.113680751709908,0.165284031102271,63.7916293622287,257941.010982123,6652731.7432166,0.119573051369006,5.295555890257,0.53898218626308,"After","Water","Male",1,0.404209216709217,126,80.1693959089583,2393.48346384915,0.0344827586206897,0.0801693959089583,2.39348346384915,-0.458812790354122,-0.851257800439016,0.417801089961082
"256","R23","R23_6",2,"33491","33449","2021-02-24 01:00:00",2,"2",256582.329306689,6654614.07845693,255578.395003775,6655047.61835516,24247.9110374585,5295555.890257,161.932374937467,"2021-02-24",-1,100,15,0.11488418287299,0.220475314186047,0.303459081024525,62.475971108212,256582.329306689,6654614.07845693,0.0242479110374585,5.295555890257,0.161932374937467,"Before","Ice","Male",2,0.654624223146228,68,225.690407240041,1262.23093094798,0,0.225690407240041,1.26223093094798,0.063758032302574,0.393732459782642,1.58449610999307
"257","R23","R23_60",22,"33449","33409","2021-05-12 23:00:00",4,"5",255292.663868739,6653301.81014388,255572.209793919,6651973.12745871,5295555.890257,31990.4055665159,533.807279479196,"2021-05-12",29,0,0,0.203892888675158,0.337160994167246,0.49646747238959,61.8679348576817,255292.663868739,6653301.81014388,5.295555890257,0.0319904055665159,0.533807279479196,"After","Water","Male",2,0.481385991254412,85,198.521285264907,1575.28044779795,0.0344827586206897,0.198521285264907,1.57528044779795,-0.335285994214289,-0.628103075966681,1.26961519950035
"258","R23","R23_61",24,"33409","33463","2021-05-13 23:00:00",4,"5",255568.961324509,6652054.43113914,255016.008325917,6652641.62858081,31990.4055665159,773724.691713677,407.089160995125,"2021-05-13",30,0,0,0.0474479678982166,0.0791051141987548,0.156783777542833,62.3308349988198,255568.961324509,6652054.43113914,0.0319904055665159,0.773724691713677,0.407089160995125,"After","Water","Male",2,0.365173153864498,87,136.48275766044,1013.30165768677,0.0333333333333333,0.13648275766044,1.01330165768677,-0.270606403334685,-0.664734975191161,1.97374590757675
"259","R23","R23_62",2,"33463","33449","2021-05-14 01:00:00",2,"5",255016.008325917,6652641.62858081,255247.916626452,6653284.45007247,773724.691713677,5295555.890257,72.33845895488,"2021-05-14",31,0,0,0.128761132940025,0.273075645736486,0.326293262814667,61.8290669911224,255016.008325917,6652641.62858081,0.773724691713677,5.295555890257,0.07233845895488,"After","Water","Male",0,0.518225435926997,75,115.978207719191,785.585587861158,0.032258064516129,0.115978207719191,0.785585587861158,0.043639748764311,0.603271750529419,0
